,Unnamed: 0,key_phrases,review_polarity
1326,1326,"[' Chicago', 'Hyderabad', 'London Heathrow', 'All flights', 'time', 'I', 'my way', 'Heathrow', 'my connection', 'the BA flights', 'I', 'the cabin staff', 'the food', 'china plates', 'napkins', 'I', 'the time', 'flight attendants', 'multiple times', 'meal hours', 'they', 'me', 'anything', 'My only issue', 'meals', 'the HYD-LHR leg', 'lunch', 'It', 'almost 8-9 hours', 'breakfast', 'lunch', 'their standard practice', 'they', 'food', 'take-off', 'landing', 'Toilets', 'all 3 flights', 'I', 'the seats', 'BA flights', 'I', 'them', 'I', 'my neck', 'which', 'I', 'the AA flight', 'LHR -> Philadelphia', 'I', 'it', 'folks', 'window seats', 'the passengers', 'isle seats', 'they', 'The AA flight', 'LHR -> Philadelphia', 'Bose noise', 'headphones', 'the BA flights', 'just regular ones', 'No big deal']","{'neg': 0.054, 'neu': 0.916, 'pos': 0.029, 'compound': -0.717}"
1327,1327,"['San Francisco', 'Hyderabad', 'London', 'I', 'a really bad experience', 'British Airways', 'I', 'the trip', 'British Airways', 'my regular Emirates', 'The flight', 'hours', 'the take-off', 'The customer care', 'I', 'the customer care call queue', 'hours', 'hours', 'multiple times', 'I', 'book Emirates', 'the last moment', '$400 hike', 'price', 'I', 'email', 'customer care', 'It', 'so much time', 'a response', 'them', 'The bad part', 'they', 'your ticket price', 'I', 'no one', 'such similar issue', 'My honest opinion', 'your travel plans', 'you', 'British Airways', 'I', 'my first and last journey', 'I', 'anyone']","{'neg': 0.088, 'neu': 0.797, 'pos': 0.115, 'compound': 0.6374}"
1328,1328,"[' London', 'Duesseldorf', '21 January', 'them', 'a one month period', 'This', 'those flights', 'the 10 flights', 'The flight', 'I', 'this day', 'departure', 'Mayhem', 'the T5 customer service desk', 'Far too few people', 'Seats', 'BA', 'Everything', 'nothing', 'BA']","{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.8179}"
1329,1329,"['I', 'business class', 'my friend', 'this particular trip', 'a significant milestone', 'my life', 'my 50th birthday', 'this occasion', 'I', 'an upgrade', 'I', 'nothing', '15 hours', 'an overnight flight', 'I', 'economy', 'my colleague', 'business class', 'I', 'BA overbook', 'their flight', '10%', 'Their offer', 'compensation', 'I', 'a refund', 'the difference', 'price', 'economy and business class', 'This experience', 'undue stress', 'this point', 'I', 'their services', 'the future', 'Their dismissive response', 'their consumer promise', 'values', 'the rising expectations', 'our customers', 'our strategy', 'British Airways', ""the world's leading global premium airline"", 'our staff', 'our fleet', 'our facilities', 'we', 'customer service', 'The experience', 'BA', 'a negative end', 'what', 'a bucket list holiday', 'I', 'I', 'a duty', 'care', 'other consumers', 'my experience']","{'neg': 0.052, 'neu': 0.829, 'pos': 0.119, 'compound': 0.927}"
1330,1330,"['London', 'Bengaluru', 'British Airways', 'a new low', 'Flight', 'time', 'departure', 'the pilot', 'luggage', 'engineers', 'a pin', 'flight', 'Cabin staff', 'the the flight', 'The BA premium', 'product', 'other operators economy offering', 'The promised fine China dining experience', 'main course', 'All other food', 'drink', 'plastic', 'The entire meal', 'a cluttered tray', 'tables', 'no finesse', 'The chick pea starter', 'the main course lamb', 'tasteless', 'Dessert', 'cheese portions', 'Entertainment screen', 'films', 'near postage stamp proportions', 'Breakfast service', 'no pretence', 'premium service', 'plastic', 'plastic cutlery', 'A very unpleasant experience', 'I', 'no wish', 'I', 'Heathrow', 'the same way']","{'neg': 0.14, 'neu': 0.782, 'pos': 0.078, 'compound': -0.9301}"
1331,1331,"['We', 'British Airways', 'out', 'Heathrow', 'Seats', 'the electronic boxes', 'some', 'the legroom', 'Food', 'this', 'coach', 'no really high expectations', 'Plane', 'flight attendants', 'The IFE', ', good selection', 'programs', 'Bathrooms', 'entire flight', 'We', 'beverage runs', 'you', 'anything', 'snacks', 'galley', 'BA', 'a good job']","{'neg': 0.035, 'neu': 0.701, 'pos': 0.264, 'compound': 0.9757}"
1332,1332,"[' Reykjavik', 'London', 'I', 'seats', 'check-in', 'one checked-in baggage', 'You', 'food', 'beverages', 'board', 'the aircraft', 'All those petty things', 'we', 'low cost companies', 'we', 'those', 'traits', 'BA', 'we', 'BA', 'the future']","{'neg': 0.148, 'neu': 0.805, 'pos': 0.047, 'compound': -0.3919}"
1333,1333,"[' Bangkok', 'Lisbon', 'Heathrow', 'We', 'our flight tickets', 'BA site', 'July', 'the travelling date', 'December', 'our travel', 'we', 'the online check-in', 'our names', 'our first leg', 'the flight', 'BKK > LHR', 'prior notice', 'any communication channels', 'email', 'sms text', 'BA', 'many attempts', 'a solution', 'it', 'we', 'any representative office', 'Thailand', 'we', 'the customer services team', 'UK', 'She', 'us', 'the connecting flight', 'LHR', 'LIS', 'BA', 'the airline', 'our names', 'the entire trip', '2 sectors', 'The assistant', 'us', 'it', 'our names', 'the BKK > LHR flight', 'we', 'ourselves', 'a connecting flight', 'LHR', 'LIS', 'The only solution', 'this', 'a refund', 'our tickets', 'no flight', 'that day', 'that', 'us', 'only one choice', 'the refund', 'our tickets', 'any other help', 'Our intention', 'proper explanation', 'BA', 'regards', 'it', 'no official communication/notification', 'regards', 'the flight', 'the passengers', 'We', 'the situation', 'an attempt', 'the flight', 'we', 'counter', 'our departure date', 'we', 'a solution', 'our whole trip', 'We', 'a roller coaster', 'emotions', 'the issue', 'we', 'less than 24 hours', 'alternative solution', 'a problem', 'that', 'us', ""BA's neglect"", 'proper communication', 'the passengers', 'we', 'no choice', 'last minute tickets', 'another airline', 'which', 'we', '66%', 'it', 'a last minute ticket', 'Christmas eve', 'I', 'it', 'a world-class airline', 'last minute communication', 'guests', 'the most important day', 'holiday', 'the entire year', 'This event', 'us', ""our entire trip's spending"", 'us', 'the worst flying experiences', 'We', 'British Airways', 'hopes', 'a seamless and stress-free travel experience', 'no notifications', 'any alternative help']","{'neg': 0.071, 'neu': 0.873, 'pos': 0.056, 'compound': -0.7792}"
1334,1334,"[' Johannesburg', 'Cape Town', 'A really basic flight', 'Comair', 'No inflight entertainment', 'You', 'a USB plug', 'your phone', 'They', 'breakfast', 'it', 'the morning', 'Overall a flight', 'no problems', 'The ground and air staff']","{'neg': 0.143, 'neu': 0.743, 'pos': 0.114, 'compound': -0.1027}"
1335,1335,"[' London Heathrow', 'Paris', 'Flight', 'As all short haul British Airways flights', 'no complimentary food', 'beverages', 'checked baggage', 'Premium airline price, budget airline service', 'I', 'BA', 'a virtual monopoly', 'Heathrow', 'Oneworld status']","{'neg': 0.04, 'neu': 0.907, 'pos': 0.053, 'compound': 0.1779}"
1336,1336,"['BA', 'London Heathrow', 'Belfast City Airport', 'the boarding process', 'Breakfast', 'board', 'We', 'Belfast', 'schedule', 'luggage', '10 minutes', 'Overall good flight', 'service']","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.8225}"
1337,1337,"['I', 'New York', 'Paris', 'a direct flight', 'they', 'our flight', 'us', 'a flight', 'a stop', 'London', 'the New York', 'London flight', '3 hours delay', 'we', 'our connection', 'London', 'We', '6 hours', 'the earliest flight', 'London', 'Paris', 'this flight', 'we', 'a flight', 'another 2 hours', 'This flight', 'We', 'the airport', 'the Eurostar', 'we', 'they', 'our luggage', 'we', 'them', 'our home', '30 hours', 'we', 'British Airways', 'which', 'us', 'the original flight', 'Eurostar tickets', 'the delay', 'our luggage', 'they']","{'neg': 0.152, 'neu': 0.829, 'pos': 0.019, 'compound': -0.9604}"
1338,1338,"['Singapore', 'Madrid', 'London Heathrow', 'British Airways', 'Seat', 'a broken table', 'Service', 'Suitcase', 'repeated attempts', 'customer service', 'the urgency', 'suitcase', 'which', 'I', 'automated message', 'it', 'local airport', 'I', 'BA', 'the telephone number', 'office', 'MAD', 'all', 'that', 'case', 'This', 'Company', 'bag', 'They', 'them', 'corner', 'they', 'parking', 'Too many options', 'business', 'this ‘low cost’ service', 'premium fares']","{'neg': 0.094, 'neu': 0.849, 'pos': 0.058, 'compound': -0.7297}"
1339,1339,"[' Gatwick', 'Tobago', 'Many years', 'I', 'BA club class', 'all the bad reviews', 'Outbound flight', 'Tobago', '1 January', 'cleaners', 'Floor', 'seat', 'flight attendant', 'my jacket', 'FA', 'jacket', 'me', 'it', 'overhead locker', 'PA system', 'High Life magazine', 'seat pocket', 'Pre-flight drinks', 'meal choice', 'options', 'what', 'menu', 'Asked FA', 'I', 'wrong menu', 'FA', 'it', 'right menu', 'FA', 'it', 'wrong menu', 'fillet', 'beef', 'a bit', 'sawing', 'Seat', 'Ying/yang seat layout', 'it', 'FAs', 'you', 'empty cups', 'your meal tray', 'you', 'an aisle seat', 'Meal tray', 'movie', 'Flight', 'arrival', 'Antigua', 'stopover', 'need', 'faulty oil indicator', 'overnight flight', 'Tobago', 'time', 'Old school FAs', 'them', 'that', 'Meal tray', 'dessert', 'it', 'I', 'bed', 'seat', 'length', 'cramped widthwise', 'you', 'your legs', 'I', 'sleep', 'hrs', 'my back', 'FAs', 'other airlines', 'the night', 'you', 'they', 'you', 'anything', 'this flight', 'I', 'we', 'anything', 'you', 'it', 'the uninspiring ""Club Kitchen', 'I', 'a flight', 'BA club class', 'something', 'Cabin crew', 'work', 'them', 'it', 'the service', 'these 2 flights']","{'neg': 0.069, 'neu': 0.848, 'pos': 0.083, 'compound': 0.7814}"
1340,1340,"['No curtains', 'business class', 'British Airways', 'corners', 'its premium customers', 'they', 'This flight', 'no curtains', 'separation', 'business and economy class', 'passengers', 'economy', 'themselves', 'the lockers', 'business class seats', 'the forward toilet', 'business', 'Chicago', 'Heathrow', 'first class', 'the lounge', 'I', 'awful food', 'The controls', 'my first class seat', 'British Airways', 'the drains']","{'neg': 0.141, 'neu': 0.849, 'pos': 0.01, 'compound': -0.9167}"
1341,1341,"['British Airways', 'Warsaw', 'London Heathrow', 'My complaint', 'the cabin luggage policy', 'My full-size cabin bag', ""a 'yellow tag"", 'I', 'it', 'the seat', 'the aircraft', 'you', 'enough cabin space', 'all the cabin bags', 'the Wizz Air solution', 'the bigger cabin luggage', 'an extra price', 'the allowed luggage size', 'The current cabin luggage policy']","{'neg': 0.094, 'neu': 0.853, 'pos': 0.053, 'compound': -0.3818}"
1342,1342,"['I', 'London Heathrow', 'Vancouver Jan 7th', 'my flight', 'it', 'I', '45 minutes', 'hold', 'I', 'it', ""'Operational Requirements"", 'A lot', 'back', 'BA', 'me', 'YVR', 'Thursday', 'I', 'a refund', 'the return portion', 'my flight', 'which', 'me', 'no reasonably cheap option', 'book', 'they', 'me', 'Seattle', 'Tuesday', 'I', 'my way', 'my own dime', 'I', 'reimbursement', 'BA', 'they', 'I', 'BA', 'you', 'your home destination', 'their policy', 'they', 'you', 'the next closest destination', 'the destination', 'another country', 'me', 'customs', 'home', 'I', 'Air Canada', 'I', 'the UK', 'February', 'they', 'my flight', 'they', 'a better effort', 'me']","{'neg': 0.049, 'neu': 0.914, 'pos': 0.037, 'compound': -0.09}"
1343,1343,"[' London Heathrow', 'Madrid', 'Iberia', 'Panama City', 'some problems', 'check', 'we', 'our seats', 'Iberia', 'the time', 'booking', 'we', 'Business Class flights BA', 'person', 'our seats', 'We', 'line', 'we', 'check', 'we', 'we', 'tickets', 'they', 'boarding passes', 'the full journey', 'less than 2.5 hours', 'time', 'we', 'our baggage', 'claim', 'we', 'this', 'us', 'the flight', 'we', 'Costa Rica', 'it', 'a suitable alternate flight', 'we', 'a day', 'our holiday', 'Madrid airport', 'This flight', 'March', 'no one', 'this', 'The assistant', 'someone', 'we', 'the boarding passes', 'no problems', 'flights', 'luggage', 'We', 'the seating', 'the cabin', 'Madrid', 'the seats', 'Economy', 'a metal plate', 'the middle seat', 'We', 'food', 'drink', 'we', 'the lounge', 'we', 'anything', 'it', 'a high standard', 'We', 'we', 'check', 'the seating', 'Club World', 'We', 'specific seats', 'that']","{'neg': 0.097, 'neu': 0.891, 'pos': 0.012, 'compound': -0.9693}"
1344,1344,"[' London', 'Dusseldorf', 'My suitcase', 'I', 'a claim', 'arrival', 'BA', 'I', 'a train', 'Osnabrück', 'I', 'That', 'the online system', 'American Airlines strap tag numbers', 'I', 'the number', 'I', 'the agents', 'Madrid', 'the claim', 'the telephone', 'me', 'I', 'this', 'the faulty system', 'they', 'me', 'the DUS baggage office', 'I', 'the local number', 'they', 'me', 'the call', 'Madrid', 'who', 'the claim', 'about my third attempt', 'the agents', 'I', 'a young lady', 'who', 'my claim', 'I', 'my suitcase', 'I', 'difficulty', 'my modest expenses', 'toiletries', 'underwear', ""doctor's consultation"", 'replacement medication', 'another topic', 'a tin', 'coca cola']","{'neg': 0.082, 'neu': 0.883, 'pos': 0.034, 'compound': -0.851}"
1345,1345,"[' Johannesburg', 'London', 'Awful, pathetic service', 'staff attitude', 'My seat area', 'I', 'the stewardess', 'she', 'me', 'I', 'such a nuisance', 'clicking sounds', 'paper', '3-4am', 'the morning', 'I', 'search', 'snacks', 'the cabin staff', 'the kitchen area', 'I', 'I', 'some snacks', 'I', 'it', 'myself', 'the side counter', 'the staff', 'their conversation', 'Not one', 'them', 'them', 'any', 'the snacks', 'the counter', 'they', 'the person', 'me', 'me', 'me', 'they', 'my viewing', 'that', 'no excuse', 'me', 'we', 'nothing', 'Rudeness', 'it', 'you', 'anything', 'the stewardess', 'it', 'an absolute chore', 'you', 'a burden']","{'neg': 0.084, 'neu': 0.795, 'pos': 0.122, 'compound': 0.86}"
1346,1346,"[' London', 'Bangkok', 'I', 'BA Club World', 'the bad reviews', 'the airline', 'Boarding', 'Heathrow', 'their group boarding policy', 'board', 'I', 'a pre Champagne', 'water', 'gin', 'tonic', 'cashew nuts', 'Meal', 'I', 'all three courses', 'The staff', 'the twelve hour flight', 'I', 'BA Club Seats', 'they', 'any Middle East airline', 'I', 'urgent revamp', 'lights', 'the cabin', 'a mixed aged crew', 'that', 'ageism', 'BA', 'I', 'BA', 'their quick medical response', 'a passenger', 'who', 'the aircraft', 'club', 'rapid response', 'actions', 'his life', 'I', 'BA', 'you', 'the right direction']","{'neg': 0.064, 'neu': 0.783, 'pos': 0.153, 'compound': 0.9534}"
1347,1347,"['What', 'I', ', a very well respected motto', 'British Airways', 'a good choice', 'I', 'business class', 'LGW', 'FCO', 'everything', 'The crew', 'the whole flight', 'I', 'I', 'a long conversation', 'a steward', 'board', 'he', 'the food', 'We', 'a varied and luxury food and beverage choice', 'I', 'champagne', 'salmon', 'everything', 'We', 'time', 'direct connection', 'finger', 'both the airports', 'I', 'this', 'what', 'British Airways', 'a warranty', 'the best European airlines', 'Their success']","{'neg': 0.032, 'neu': 0.748, 'pos': 0.22, 'compound': 0.9805}"
1348,1348,"['San Jose', 'CA', 'London', 'Heathrow round-trip', 'Club World', 'Premium Economy', 'upgrade offers', 'British Airways', 'that', 'level', 'service', 'Glass', 'champagne', 'boarding', 'premium whiskies', 'a nice fillet', 'steak', 'dinner', 'Cabin crew', 'I', 'both legs', 'Lie flat seat', 'me', '5+ hours', 'sleep', 'both flights', 'The seat', 'itself', 'I', 'the lie flat bed', 'legroom', 'no issue', 'a fantastic aircraft', 'Fast track', 'an added plus', 'San Jose', 'a bonus', 'I', 'a ten minute drive', 'home', 'British Airways', 'the service', 'Access', 'lounges', 'both airports', 'No complaints', 'me', 'BA', 'they', 'more offers', 'Business Class']","{'neg': 0.045, 'neu': 0.765, 'pos': 0.19, 'compound': 0.9871}"
1349,1349,"[' Dubai', 'London', 'Cabin', 'Seats', 'Sat', 'the window', 'another person', 'the aisle', 'Product', 'date', 'Food', 'poor quality', 'No mid-flight snacks', 'fruit salad', 'sandwiches', 'Second meal', 'a bus gate', 'London', 'No bus', 'about 30 minutes', 'Crew', 'the bus providing company', 'Overall an awful experience', 'I']","{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.9637}"
1350,1350,"[' London', 'Düsseldorf return', 'Outbound flight', 'Londiin City', 'Boarding', 'flight', 'Nice crew', 'time departure', 'a breakfast tray', 'which', 'I', 'the flight', 'A319', 'Heathrow', 'you', 'board', 'the concept', 'BA', 'It', 'an incosistent product', 'the outbound flight', 'service', 'the inbound flight no service', 'They', 'they', 'a full-service airline', 'low cost', 'I', 'they', 'pressure', 'they', 'Lufthansa', 'a completely different story', 'easyjet', 'Easyjet', 'any great service', 'you', 'it', 'BA prices', 'full-service', 'value', 'money', 'easyjet', 'Eurowings']","{'neg': 0.102, 'neu': 0.845, 'pos': 0.053, 'compound': -0.7397}"
1351,1351,"[' New York', 'London', 'My flight', 'November 17th', 'I', 'the evening', 'I', 'text', 'I', 'middle', 'important last minute arrangements', 'that', 'I', 'the agents', 'hour', 'a half', 'I', 'alternative flight', 'that', 'Charlotte', 'New York', 'order', 'this new flight', 'I', 'JFK Airport', '1:45 pm', 'this', 'I', 'all last minute arrangements', 'The flight', 'Charlotte', 'more commuting', 'more discomfort', 'it', 'direct flight', 'London', 'Our 7 hours flight', '12 hours', 'top', 'longer and uncomfortable commuting', 'I', 'my children', 'The meal', 'I', 'the new flight', 'Absolute worst experience', 'London', 'New York', 'November 27th', 'we', 'the flight', 'the crew', 'our requested meal', 'It', 'my first experience', 'British Airways', 'I', 'it', 'the last one', 'my flight', 'New York', 'I', 'water', 'the attendants', 'she', '9 minutes', 'I', 'her', 'She', 'she', 'No apology', 'no courtesy', 'nothing', 'A big name', 'British Airways', 'such a poor service', 'such rude and unprofessional staff']","{'neg': 0.119, 'neu': 0.84, 'pos': 0.041, 'compound': -0.9659}"
1352,1352,"['British Airways', 'Bangkok', 'Aberdeen', 'Heathrow', 'No complaints', 'Flight', 'the return leg', 'all', 'BA', 'the rest', 'the European airlines', 'the middle eastern airlines', 'terms', 'aircraft', 'Emirates', 'the latest models', 'the service', 'food', 'check-in', 'luggage allowance', 'etc', 'Too many people', 'BA', 'that', 'just the British way', 'we', 'national carrier']","{'neg': 0.053, 'neu': 0.862, 'pos': 0.085, 'compound': 0.7137}"
1353,1353,"['British Airways', 'Rotterdam', 'London City', 'Our trip', 'a delay', 'a technical problem', 'we', 'the next flight', 'which', 'that', 'a big problem', 'Nice aircraft', 'good legroom', 'a friendly crew', 'a drink', 'a snack', 'this 40min flight', 'Inbound flight', 'a delay', '45 mins', 'an other plane', 'a technical problem', 'that point', 'BA', 'BA-app', 'room', 'improvement', 'this route', 'the short check-in', 'times', 'short walkways', 'Rotterdam and London City', 'Price', 'you', 'luggage', 'we', 'I', 'advance', '200 euros', 'which', 'The advantage', 'London City', 'the distance', 'London', 'you', 'an expensive train ride']","{'neg': 0.096, 'neu': 0.775, 'pos': 0.129, 'compound': 0.8236}"
1354,1354,"['British Airways', 'London', 'Cape Town', 'our flight', '11am', 'technical problems', 'which', 'they', 'a fair amount', 'announcements', 'it', 'we', 'the Hilton hotel', 'we', 'all', 'immigration', 'our luggage', 'schlep', 'the BA desk', 'our vouchers', 'We', 'the Hilton hotel', 'line', 'no more rooms', 'the rest', 'us', 'it', '10pm', 'we', 'a little strained, especially those', 'small children', 'The desk staff', 'us', 'they', 'BA', 'what', 'the rest', 'us', 'no answer', 'them', 'this stage', 'my husband', 'I', 'a very expensive taxi', 'London', 'the knowledge', 'our flight', '11am', 'the 7th January', 'We', '8am', 'time', 'our 11am flight', 'the knowledge', 'our flight', '18.30 tonight', 'you', 'us', 'all', 'this', 'an email', 'a phone number', 'our inboxes', 'the night', 'you', 'I', 'we', 'vouchers', 'breakfast', 'which', 'they', 'we', 'it', 'You', 'such a wonderful airline', ""our country's colours"", 'we', 'you', 'it', 'the errors', 'you', 'your paying customers']","{'neg': 0.057, 'neu': 0.828, 'pos': 0.115, 'compound': 0.9756}"
1355,1355,"['The First Class cabins', 'need', 'refurbishment', 'this aircraft type', 'this', 'a pointless wish', 'The seats', 'Entertainment choices', 'the earphone', 'the noise', 'variety', 'The cabin staff', 'The food', 'dinner', 'choice', 'the option', 'dining', 'your own convenience', 'The breakfast menu', 'the variety', 'choices', 'Overall, an extremely pleasant experience', 'no Wi-Fi', 'this aircraft type']","{'neg': 0.036, 'neu': 0.672, 'pos': 0.292, 'compound': 0.9905}"
1356,1356,"[' Toronto', 'London return', 'business', 'London', 'First', 'Toronto', 'Avios', 'Fast check', 'Pearson', 'the usual friendly check', 'team', 'Fast track', 'the new 3rd party lounge', '15 mins', 'BA', 'money', 'their lounge', 'a 3rd party provider', 'Premium Plaza', 'Its frankly awful, no class', 'professionalism', 'limited wine and spirits options', 'cheap and nasty food', 'Elevator music', 'us', 'we', 'the lounge', 'the aircraft', 'earth', 'you', 'BA', 'Fast boarding', 'fewer crew', 'the boarding service', 'club', 'Champagne', 'bag', 'etc', 'only four crew working club', 'time', 'a quality pre flight experience', 'The new tray service', 'drinks', 'ages', 'We', 'drinks', 'the flight', 'we', 'the back', 'the cabin', 'our meal', 'being served drinks', 'All choices', 'the food', 'club standard', 'Poor entrees', 'cheap salads', 'economy food', 'BA', 'the new meal service', 'the new pilot service', 'New York', 'some sleep', 'an okay fast breakfast', 'the vile looking egg', 'bacon muffin', 'an early arrival', 'bags', 'expected flight', 'my better experiences', 'the new First check', 'fast track', 'Concorde lounge', 'Excellent service', 'boarding', 'a fast drinks service', 'some really well cooked food', 'all choices', 'Some decent sleep', 'a really average afternoon tea', 'Dry sandwiches', 'mean fillings', 'okay cakes', 'scones', 'Early arrival', 'the gate', 'very slow bags', '45 mins', 'These', 'my first mixed fleet', 'Biz', 'first class service experiences', 'The crew', 'experience / knowledge', 'they', 'the book', 'the letter', 'which', 'slower and wooden service', 'Long haul crew', 'times', 'they', 'a more sleek / fast service', 'which', 'what', 'east coast flights', 'Flowers', 'the first class bathrooms', 'the slide', 'quality', 'cuts', 'service', 'BA', 'the promised changes', 'premium customers']","{'neg': 0.044, 'neu': 0.845, 'pos': 0.111, 'compound': 0.9872}"
1357,1357,"['Las Vegas', 'Manchester', 'London', 'BA', 'the new Club World product', 'I', 'it', 'cuts', 'Perfect partner', 'AA', 'I', 'board', 'I', 'food', 'beverages', 'the domestic leg', 'I', 'a low cost airline', 'There no difference', 'The crew', 'school', 'what', 'you', 'food', 'a transatlantic 10 hour flight', 'Vegas', 'A starter', 'lettuce', 'carrot', 'two unripe cherry tomatoes', 'just some grey vinegar', 'it', 'I', 'nobody', 'it', 'tomato pasta', 'curry', 'The curry', 'I', 'none', 'it', 'The chicken', 'paste', 'the sauce', 'the rice', 'I', 'fruit', 'the only normal looking thing', 'a mini blueberry muffin', 'my ravenous neighbour', 'No cheese', 'crackers', 'nothing', 'cold tea', 'I', 'a transfer bus', 'T3', 'LHR', 'T5', '30 minutes', 'bus sweating', 'The driver', 'the bus', 'it', 'it', 'the busses', 'the back', 'the plane', 'the bridge', 'it', 'all', 'BA', 'a free copy', 'the Sun', 'the Mail', 'Express', 'I', 'another flight', 'May', 'which', 'I', 'they', 'my flight', 'I', 'they', 'this', '2 or 3 times a booking', 'This', 'a full service airline', 'It', 'no frills', 'The only exception', 'I', 'the long haul canteen meal', 'you', 'The airline', 'a national embarrassment', 'The flight attendants', 'what', 'they', 'the ground staff', 'it', 'this budget airline', 'your own peril', 'I', 'Lufthansa', 'Thomas Cook', 'I', 'I', 'that prospect']","{'neg': 0.078, 'neu': 0.848, 'pos': 0.074, 'compound': -0.5761}"
1358,1358,"[' London', 'Dubai', 'This', 'a terrible flight', 'grubby cabins', 'same old menu', 'still people', 'economy', 'the seats', 'business', 'upgrade', 'The staff', 'complaints', 'them', 'abusive language', 'BA', 'their premium passengers', 'they', 'this']","{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.9676}"
1359,1359,"[' Amsterdam', 'London', 'Service Ryanair', 'premium prices', 'Every two years', 'I', 'BA', 'I', 'I', 'them', 'my previous experience', 'which', 'about 12 hours', 'a 2 day break', 'Milan', 'me', '£££', 'pocket', 'all public transport', 'the time', 'we', 'an no', 'they', 'me', 'we', 'All the other airlines', 'their delays', 'the board', 'their customers', 'other things', 'BA', 'the delay', 'we', 'the gate', 'my shopping', 'what', 'you', 'a delay', 'it', 'my suitcase', 'they', 'my bags', 'the hold', 'Even Ryanair', 'a bag', 'duty', 'It', 'the seat', 'my purse', 'that', 'we', 'board', 'the reason', 'easyJet', 'Ryanair', 'the other budget airlines', 'BA', 'a checked bag', 'all the hand luggage', 'the cabin ergo', 'their staff', 'silly reasons', 'your bag', 'the flight', 'I', 'a suitcase', 'we', 'Gatwick', 'everything', 'I', 'the last train', 'my destination', 'the previous time', 'I', 'them', 'the staff', 'passengers', 'BA', 'your money', 'a budget airline', 'The colours', 'the service', 'the staff']","{'neg': 0.054, 'neu': 0.833, 'pos': 0.113, 'compound': 0.9645}"
1360,1360,"[' London', 'Johannesburg', 'I', 'the flight', 'LHR-JNB', 'I', 'this flight', 'it', 'a direct flight', 'it', 'Emirates', 'Qatar airways', 'it', 'the journey', 'The A380 seats', 'I', 'plenty', 'leg room', 'the cabin crew', 'Inflight entertainment', 'a good selection', 'movies', 'they', 'some', 'lack', 'onboard WiFi', 'a big letdown', 'Food', 'standard airline food', 'BA', 'air travel', 'the big middle Eastern airlines', 'this flight', 'no problem', 'them', 'again - long haul']","{'neg': 0.053, 'neu': 0.779, 'pos': 0.168, 'compound': 0.9095}"
1361,1361,"['BA', 'the economy toilet', 'economy passengers', 'business class loos', 'Our seats', 'business class', 'food', 'the ovens', 'Cabin crew', 'the aircraft', 'service', 'I', 'Flight home', 'text', '5.30pm day', 'return', 'No assistance', 'BA', 'it', 'problem', 'my own accommodation', 'nearly 2 hours', 'the phone', 'anyone', 'me', 'another flight', 'club seats', 'the only flight', 'seats', '7 days', 'so reluctantly accepted economy seats', 'I', 'a refund', 'the difference', 'club', 'economy', 'BA site', 'club seats', 'the flight', 'they', 'me', 'they', 'me', 'the cabin', 'I', 'I', 'I', 'an admin fee', 'a service', 'they', 'me', 'BA', 'Ryanair', 'them', 'They', 'premium prices', 'sub standard bucket class service']","{'neg': 0.097, 'neu': 0.873, 'pos': 0.03, 'compound': -0.9115}"
1362,1362,"[' London', 'Tel Aviv', 'I', 'my luggage', 'five days', 'my trip', 'the incompetence', 'British Airways', 'I', 'Tel Aviv', 'my bag', 'it', 'I', 'the QAS counter', 'them', 'my information', 'three days', 'my bag', 'London', 'Tel Aviv', 'the driver', 'my bag', 'I']","{'neg': 0.042, 'neu': 0.899, 'pos': 0.059, 'compound': 0.1027}"
1363,1363,"['I', 'Premium Economy', 'London', 'Cape Town', 'British Airways', 'Premium Economy', 'I', 'certain expectations', 'what', 'I', 'I', 'this', 'the most expensive Premium Economy', 'I', 'The plane', 'need', 'some refurbishment', 'Premium Economy', 'I', 'wider seats', 'more legroom', 'the seats', 'the remote', 'the entertainment system', 'the side', 'the seat', 'I', 'it', 'I', 'the remote control', 'the side', 'the seat', 'The personal entertainment system', 'noise-reducing headphones', 'the screen', 'me', 'The headphones', 'the side', 'the seat', 'I', 'them', 'the quality', 'the point', 'I', 'the flight', 'the headphones', 'I', 'anything', 'economy passengers', 'priority boarding', 'I', 'it', 'that BA charges', 'exorbitant prices', 'planes', 'that', 'their last legs', 'I', 'my return flight', 'no success', 'I', 'BA', 'hold', 'about 15 minutes', 'which', 'I', 'the flight', 'which', 'I', 'a flight', 'another airline', 'I', 'a seat', 'business class', 'that']","{'neg': 0.125, 'neu': 0.787, 'pos': 0.088, 'compound': -0.8863}"
1364,1364,"['Hong Kong', 'London', 'Christmas', 'First Class', 'Boarding', 'no priority', 'First class passengers', 'the flight', 'Cabin crew', 'Service', 'BA', 'the best first class product', 'their staff', 'Europe', 'Food', 'wine selection', 'I', 'very good 9 hours sleep', 'LHR', 'them', 'January']","{'neg': 0.105, 'neu': 0.748, 'pos': 0.147, 'compound': 0.7212}"
