,Unnamed: 0,key_phrases,review_polarity
239,239,"['A short BA euro trip', 'this', 'BA', 'Clean aircraft', 'good crew', 'time', 'LHR standards', 'a good value product', 'the', 'flight food sales', 'the non existent hot food options', 'self service', 'you', 'it', 'plenty assistance', 'hand', 'those', 'who']","{'neg': 0.038, 'neu': 0.711, 'pos': 0.251, 'compound': 0.9624}"
241,241,"[' I', 'Australia', 'Friday night', 'a flight', 'Heathrow', 'Malpensa', 'Milan', 'I', 'I', 'flights', 'Malpensa', 'it', 'options', 'other airports', 'Milan', 'I', 'my itinerary', 'email', 'it', 'another airport', 'Milan', 'The itinerary email', 'any means', 'contact', 'changes', 'me', 'the 24 hour', 'period', 'it', 'the weekend', 'I', 'their office', 'Monday', 'they', 'me', 'no refund', 'fees', 'I', 'period', 'the ticket', 'the UK', 'I', 'them', 'I', 'the ticket', 'I', 'my way', 'the future', 'British Airways']","{'neg': 0.06, 'neu': 0.932, 'pos': 0.008, 'compound': -0.7579}"
242,242,"['am', 'the day', 'travel', 'London Heathrow', 'I', 'an email', 'my flight', 'I', 'an alternative flight', 'American Airlines', 'which', 'I', 'no alternative', 'I', 'I', 'LA', 'a family member', 'who', 'end', 'life', 'The American Airlines desk', 'my cabin', 'premium economy', 'economy', 'telephone number', 'total useless, no help', 'me', 'wrong email address', 'my complains', 'me', 'the email', 'I', 'a BA frequent flyer', 'decades', 'a loyal customer', 'I', 'I', 'Economy', 'even the possibility', 'a refund', 'an upgrade', 'This', 'What', 'this company', 'I', 'better treatment', 'Ryanair']","{'neg': 0.146, 'neu': 0.754, 'pos': 0.1, 'compound': -0.771}"
243,243,"['them', 'I', 'a personal emergency', 'my flights', 'charge', 'Onboard service', 'LHR-IST', 'no frills', 'JFK-LHR', 'good food', 'lots', 'movies', '/cds', 'the IFE', 'open bar service', 'the entire flight', 'Friendly flight attendants', 'an extra drink/snack']","{'neg': 0.051, 'neu': 0.686, 'pos': 0.263, 'compound': 0.9455}"
245,245,"['our morning flight', 'an afternoon flight', 'these situations', 'it', 'us', ""one day's experience"", 'Cairo', 'We', 'we', 'the plane', 'regular seats', 'both flights', 'my husband', 'spasms', 'he', 'his legs', 'my lap', 'ANY', 'the attendants', 'we', 'we', 'the service', 'us', 'food', 'we', 'we', 'they', 'we', 'what', 'they', 'I', 'the correct thing', 'my complaints', 'They', 'a $100 pound voucher', 'our group']","{'neg': 0.092, 'neu': 0.874, 'pos': 0.034, 'compound': -0.796}"
246,246,"['it', 'a bit uncomfortable flight', 'an economy', 'the flight attendants', 'the flight', 'Such a nice and professional crew', 'their customers']","{'neg': 0.067, 'neu': 0.751, 'pos': 0.181, 'compound': 0.6597}"
247,247,"[' Boarding', 'The A380', 'the rather strange configuration', 'Club World', 'you neighbour', 'the opposite position', 'The A380', 'nearly full, rather poor amenity bag', 'The welcome drink', 'the aperitive', 'what', 'the pantry', 'The meal', 'the Champagne no European wines', 'this flight', 'Service', 'friendly but rather slow, no spontaneous refills', 'drinks', 'Acceptable continental style breakfast', 'Extremely narrow restrooms', 'any lotions', 'It', 'an acceptable experience', 'nothing', '50 minutes', 'luggage', 'priority']","{'neg': 0.104, 'neu': 0.747, 'pos': 0.149, 'compound': 0.7104}"
248,248,"['Boarding', 'time', 'departure', 'time', 'a flight', 'London Heathrow', 'that', 'rather narrow seats', 'business light meal', 'a mousse', 'drinks', 'nothing', 'such a short flight', 'FA', 'time']","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.8895}"
249,249,"[' My original flight', 'my actual flight', 'alternative flights', 'British airways', 'the trip', 'I', 'It', 'BA', 'a favour', 'passengers', 'the service']","{'neg': 0.076, 'neu': 0.761, 'pos': 0.163, 'compound': 0.6249}"
250,250,"['a change', 'Poor communication', 'British Airways', 'premium prices flight tickets', 'a low cost airline', 'Customer service', 'it', 'BA', 'any possible email communication address', 'it']","{'neg': 0.242, 'neu': 0.702, 'pos': 0.057, 'compound': -0.7579}"
251,251,"[' Very competent check', 'staff', 'a problem', 'my left arm', 'I', 'exit seat', 'me', 'the middle seat', 'the other hand', 'board - huge line', 'toilets', 'a 2.30 min flight', 'a crew member', 'the toilets', 'crew', 'their luggage', 'They', 'they', 'hot drinks', 'this flight', 'them', 'service', 'They', 'us', 'enough cups', 'hot drinks', 'the card machine', 'we', 'each credit card slip', 'A bottle', 'water', 'a nutrigrain bar']","{'neg': 0.035, 'neu': 0.882, 'pos': 0.083, 'compound': 0.7346}"
252,252,"['Boarding', 'flight', 'Booked row', 'which', 'Some space', 'overhead bins', 'Seat', 'legroom', 'Cabin crew', 'the bottle', 'water', 'pretzels', 'Flight', 'itself', '30 minutes', 'a stand and ground crew', 'Bags', 'BA', 'it', 'something', 'a premium carrier', 'The reality', 'it', 'The only reason', 'we', 'BA', 'we', 'virtually free tickets', 'both flights', 'BA', 'our carrier', 'last choice']","{'neg': 0.052, 'neu': 0.787, 'pos': 0.161, 'compound': 0.9173}"
253,253,"[' My review', 'the appalling experiences', 'I', 'British Airways', '14th February', 'I', 'Madrid', 'British Airways', 'I', 'the radio', 'flight delays', 'I', 'the Heathrow Airport website', 'my flight', 'a result', 'the information', 'the website', 'I', 'British Airways', '26 minutes', 'hold', 'I', 'myself', 'somebody', 'a call centre', 'South Africa', 'The person', 'a heavy accent', 'he', 'the flight', 'I', 'my way', 'Heathrow', 'the flight', 'The woman', 'question', 'the audacity', 'the flight', 'no facilities', 'the airport', 'you', 'She', 'me', 'about 12 other people', 'the queue', 'the clearly marked assistance desk', 'The same woman', 'her colleagues', 'a card', 'a telephone number', 'one rather elderly gentleman', 'your seat', 'I', 'the attitude', 'the BA employee', 'I', 'the number', 'the card', 'the employee', 'me', 'a long queue', 'a call centre', 'The person', 'who', 'the phone', 'me', '22 minutes', 'the flight', 'the airport', 'He', 'a flippant tone', 'he', 'the flight', 'I', 'IBERIA customer services', 'Heathrow', 'rebook', 'I', 'the elderly gentleman', 'me', 'IBERIA', 'the counter staff member', 'her eyes', 'disgust', 'it', 'nothing', 'IBERIA', 'I', 'BA', 'I', 'the check-in line', 'a check-in agent', 'what', 'The man', 'question', 'me', 'the next available flight', 'a matter', 'a few minutes', 'He', 'me', 'a £30 voucher', 'a form', 'compensation', 'he', 'my frequent flyer number', 'a partner airline', 'The voucher', 'I', 'various shops', 'the predepature area', 'it', 'I', 'I', 'it', 'security', 'none', 'the shops', 'it', 'my new flight', 'the service', 'a tiny bottle', 'water', 'a packet', 'pretzels', 'nothing', 'This', 'a full flight', 'so many people', 'the cancelled flight', 'BA Cabin crew', 'any additional items', 'the small bottle', 'water', 'pretzels', 'their skyshop']","{'neg': 0.064, 'neu': 0.893, 'pos': 0.043, 'compound': -0.7745}"
254,254,"['This', 'my first time', 'BA', 'I', 'Islamabad', 'Doha', 'the crew', 'The second flight', 'Qatar Airways', 'this', 'Doha', 'Islamabad', 'My return journey', 'a direct BA flight', '46kg luggage allowance', 'the hassle', 'connecting flights', 'Crew', 'this flight', 'What', 'BA', 'the food', 'it', 'the IFE', 'some more content', 'that', 'a huge issue']","{'neg': 0.041, 'neu': 0.78, 'pos': 0.178, 'compound': 0.8856}"
255,255,"[' Lots', 'cancellations', 'delays', 'no one', 'Edinburgh', 'London', 'Feb 14th', 'our original flight', 'the rebooked one', 'several delays', 'we', 'our luggage']","{'neg': 0.097, 'neu': 0.798, 'pos': 0.105, 'compound': 0.128}"
256,256,"['BA', 'Boarding', 'late arrival', 'the incoming flight', 'Communication', 'the ground staff', 'us', 'flight services', 'the crews', 'excellent service', 'BA']","{'neg': 0.032, 'neu': 0.65, 'pos': 0.318, 'compound': 0.9564}"
257,257,"[' Not only my first flight', '17 years', 'my first time', 'England', '17 years', 'I', 'PMI-LGW', 'Both Wizz Air', 'EasyJet', 'very inconvenient flight times', 'the flights', 'baggage', 'British Airways', 'the most convenient and best value option', 'they', 'ideal flight times', 'the €18 charge', 'flight', 'baggage', 'very reasonable - Total cost', 'both flights', 'information', 'email', 'seamless online seat allocation', 'Efficient staff', 'the check', 'desks', 'PMI', 'LGW', 'long queues', 'Immaculate aircraft', 'comfortable leather seats', 'adequate legroom', 'I', 'Cabin crew', 'flight food', 'drinks', 'good quality', 'I', ""the Meat Ploughman's and IPA beer"", '€10 -/+ total', 'both flights', 'I', 'the last 50 years', 'different airlines', 'various propeller and jet aircraft as well as one LGW-LHR helicopter transfer', 'Flying', 'a totally different experience', 'the day', 'we', 'the age', ""the 'budget airline"", ""' Nostalgia"", 'British Airways', 'the best airline', 'I']","{'neg': 0.023, 'neu': 0.788, 'pos': 0.189, 'compound': 0.993}"
258,258,"[' My husband', 'myself', 'Madrid', 'the 3rd', 'February', 'a Legal matter', 'we', 'Madrid', '13:00 pm', 'We', 'our flight', 'car', 'BA Holidays', 'we', 'a parking', 'we', 'we', 'our 6:00 am flight', 'Madrid', 'I', 'we', 'British Airways', 'help', 'that', 'we', 'we', 'BA Holidays', 'we', 'that', 'she', 'us', 'a number', 'us', 'she', 'anything', 'we', 'that number', 'We', 'the number', 'which', 'us', 'another  number', 'which', 'we', 'the message', 'opening hours', '8 am', '4 pm', 'We', 'the lady', 'we', '8 am', 'she', 'us', 'she', 'anything', 'I', 'another staff', 'a lovely young lady', 'Althea', 'She', 'it', 'several calls', 'someone', 'an office', 'she', 'someone', 'me', 'a text message', 'that', 'I', 'that', 'the line', 'our booking', 'us', 'the following flight', '7.30 am', 'They', 'us', 'that', 'our car reservation', 'we', 'it', 'Madrid', 'the support', 'the lovely Althea', 'her professionalism', 'her', 'us', 'we', 'it', 'She', 'the same time', 'she', 'her role', 'her responsibilities']","{'neg': 0.023, 'neu': 0.809, 'pos': 0.168, 'compound': 0.9933}"
259,259,"['Organised boarding process', 'Really friendly crew', 'a snack', 'all a great experience', 'The crew', 'a credit', 'BA', 'The best crew', 'Europe']","{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9371}"
260,260,"[' Outward journey', 'London', 'Buenos Aires Club World', 'Our experience', 'we', 'reserved seats', '11F', 'another passenger', 'crew', 'no attempt', 'the problem', 'I', 'the passenger', 'her designated seat', 'We', 'drinks', 'I', 'a drink', 'the crew member', 'it', 'the seating problem', 'The same crew member', 'orders', 'dinner', 'them', 'all', 'a few minutes', 'the safety briefing', 'She', 'us', 'our orders', 'The hot flannels', 'the crew', 'my companion', 'I', 'My soup', 'I', 'it', 'flasks', 'that', 'an explanation', 'an excuse', 'My coffee', 'instant granules', 'My companion', 'no bread roll', 'dinner', 'The breakfast menu', ""a 'selection"", 'rolls/pastries', 'no choice', 'my companion', 'a dried fruit pastry', 'he', 'a bread roll', 'we', 'those', 'the seat', 'small bottles', 'water', 'Return journey', 'BA244 Buenos Aires', 'London Heathrow World Traveller', '26 January', 'a huge contrast', 'the warm welcome', 'boarding', 'crew’s professionalism', 'It', 'a poor reflection', 'Club World service', 'our experience', 'World Traveller', 'Plus', 'the advantages', 'a flat bed', 'the considerable price difference', 'the catalogue', 'errors', 'inconveniences']","{'neg': 0.095, 'neu': 0.817, 'pos': 0.088, 'compound': -0.098}"
261,261,"['agent', 'LHR', 'the', 'flight crew', 'Seat', 'good leg room', 'the food', 'economy class', 'a poor quality', 'limited selection', 'wine', 'flight entertainment selections', 'we', 'what BA', 'this premium economy product', 'disappointing and very poor value', 'money']","{'neg': 0.203, 'neu': 0.578, 'pos': 0.219, 'compound': 0.3774}"
262,262,"['I', 'BA', 'I', 'the day', 'My return flight', '6pm', 'a flight', '9pm', 'It', 'late meaning', 'I', 'Gatwick', 'midnight', 'no onward transport connections', 'I', 'a taxi home', 'the seats', 'I', 'my knees', 'the seat', 'front', 'No more BA', 'me', 'They', 'their name', 'the customer service', 'reliability', 'Ryanair', 'better aircraft', 'take-off slots']","{'neg': 0.093, 'neu': 0.854, 'pos': 0.054, 'compound': -0.2374}"
263,263,"['Excellent service', 'the ground', 'board', 'their first class product', 'leading edge', 'the service', 'the entire experience', 'the ticket', 'The Concorde room', 'Heathrow', 'a great place', 'the trip', 'Flight', 'Heathrow', 'schedule', 'Johannesburg']","{'neg': 0.019, 'neu': 0.815, 'pos': 0.166, 'compound': 0.7962}"
264,264,"[' Good lounge', 'Cape Town', 'time departure', 'high quality', 'Sound dinner service', 'Arrival lounge', 'showers']","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4404}"
265,265,"[' A really excellent journey', 'late afternoon', 'edible food', 'Easy boarding', 'New Club World', 'we', 'them', 'food', 'previous standards- choice', 'individual wines', 'bland blends', 'courses', 'cut glass', 'china', 'Beef cheek', 'a surprisingly good soup', 'Crew', 'Good choice', 'movies', ""a good night's sleep- fruits"", 'the full English', 'which', 'Arrival', 'time', 'you', 'Gulf standards', 'BA', 'its business class', 'standard']","{'neg': 0.013, 'neu': 0.839, 'pos': 0.148, 'compound': 0.9131}"
266,266,"[' This flight', 'I', 'my life', 'I', 'myself', 'I', 'business class', 'I', 'my new experience', 'I', 'the chaos', 'changing gates', 'these things', 'What', 'me', 'the lack', 'attention', 'passengers', 'The flight', 'almost 3 hours', 'staff', 'vouchers', 'we', 'no idea', 'them', 'we', 'we', 'about 10 minutes', 'them', 'boarding', 'I', 'anyone', 'the voucher', 'we', 'it', 'we', 'it', 'I', 'the airport', 'another waiting', 'about 30 minutes', 'cross check', 'we', 'problems', 'they', 'any food', 'the flight', 'any food', 'board', 'The only food', 'everyone', 'the plane', 'a small bag', 'nuts', 'a business class passenger', 'I', 'drinks', 'my business class', '3 small glasses', 'juice', 'I', 'no apology', 'compensation', 'the company', 'It', 'a disgraceful and cheap service', 'a very expensive price']","{'neg': 0.079, 'neu': 0.894, 'pos': 0.027, 'compound': -0.891}"
269,269,"[' A rather empty and quiet flight', 'Tel Aviv', 'very friendly cabin crew', 'the emptiness', 'the flight', 'I', 'an entire row', 'myself', 'which', 'me', 'as much space', 'the breaks', 'we', 'the fire crew', 'them', 'which', 'us', 'Otherwise an overall excellent flight', ""BA's part"", 'This', 'the first time', 'I', 'this flight', 'it', 'the correct time']","{'neg': 0.111, 'neu': 0.772, 'pos': 0.116, 'compound': 0.3597}"
270,270,"[' Easy check', 'staff member', 'a specific point', 'our loyalty', 'BA', 'Security', 'London', 'Galleries North', 'showers', 'Organised flight boarding', 'Plane', 'good crew', 'new club world product', 'My wife', 'a damaged storage area', 'a good drinks', 'food service', 'which', 'time arrival', 'We', 'both', 'the new seat design']","{'neg': 0.019, 'neu': 0.72, 'pos': 0.261, 'compound': 0.9612}"
271,271,"['a silver flyer', 'a flight', 'BA', 'Dublin', 'you', 'I', 'the lounge', 'BA', 'Air Lingus', 'the flight', 'the same situation', 'a kind Gentleman', 'the desk', 'he', 'I', 'Gold', 'He', 'it', 'a big deal', 'the two ladies', 'the desk', 'No empathy', 'the other guy', 'me', 'they', 'a word', 'him', 'BA', 'I', 'the flight', 'you', 'you', 'me', 'Air Lingus', 'you', 'me', 'the lounge', 'a silver flier']","{'neg': 0.048, 'neu': 0.908, 'pos': 0.044, 'compound': -0.1306}"
273,273,"['board', 'Refit', 'it', 'a decent IFE screen', 'the seat', 'the IFE', 'the cheap and nasty earbuds', 'any movie', 'Headrest', 'just a pity little padding', 'the seat', 'my Wife', 'I', 'The leg room', 'passengers', 'their seat', 'start', 'finish', 'Zero room', 'Aircraft', 'Rubber spacers', 'silicone sealer', 'the toilets', 'Toilet seats', 'Rubber', 'arm rest', 'No post', 'drinks', 'snacks', 'Meal', 'a couple', 'hours', 'Chicken cubes', 'that', 'me', 'dog food', 'mashed potatoes', 'that', 'an inch', 'their life', 'rock hard roll', 'salad', 'which', 'rice', 'carrots', 'Dried crackers', 'no cheese', 'Kids meal', 'Tiny leaf salad', 'enough dressing', 'a shipwreck', 'Coffee creamer', 'the kids meal', 'Snack', 'the adults', 'cheese', 'egg', 'Kids snack', 'a green wrap', 'spinach', 'onions', 'it', 'the food', 'BA service', 'a grunt', 'a seat', '7 hours', 'a remote stand', 'a bus', 'the terminal', 'BA', 'my opinion', 'This flight', 'Other than one great member', 'cabin crew', 'everything']","{'neg': 0.15, 'neu': 0.821, 'pos': 0.028, 'compound': -0.9845}"
276,276,"['Probably the worst business class experience', 'I', 'an airline', 'the issues', 'seats', 'international (Club World) business class', 'This', 'the ticket purchase process', 'me', 'a single leg', 'LHR-LAX', 'a family', 'the very strange business class seating layout', 'BA A380s', 'the seat selection', 'my family', 'Ridiculously long boarding times', 'even small aircraft', 'my VIE-LHR leg', 'the boarding time', 'the A320', 'a delayed departure', 'no urgency', 'the part', 'staff', 'the boarding times', 'Severe overcrowding', 'the boarding area', 'satellite C', 'terminal', 'Heathrow', 'Boarding staff', 'passengers', 'the roped off queue area', 'I', 'no idea', 'so crowding', 'The overall boarding area', 'an A380', 'I', 'this satellite', 'the first A380s', 'Online check-in', 'advance', 'flights', 'I', 'the BA website', 'email', 'text', 'my COVID documents', 'the end', 'no COVID documents', 'travel', 'I', 'basic contact information', 'the website', 'any ""COVID documentation', 'I', 'my ""COVID documents', 'I', 'another text message', 'me', 'my COVID documentation', 'the VIE-LHR leg', 'the shop.ba.com page', 'one', 'wifi', 'the plane', 'ridiculously incorrect remaining flight times', 'six hours', 'then four hours', 'BA lounges', 'Club Europe', 'Club World', 'Heathrow', 'Furniture', 'carpeting', 'other finishes', 'the clubs', 'That', 'the food', 'the lounges', 'pretty good quality', 'The food quality', 'BA lounges', 'Heathrow', 'the only redeeming thing', 'this airline', 'Onboard, food and beverage service', 'average', 'international business class', 'one', 'the LHR-LAX leg', 'no pre-meal beverage service', 'NO mid-flight beverage services', 'most business class offerings', 'other airlines', 'a meal order', 'flight attendants', 'the beginning', 'the flight', 'Meals', 'the ""chicken or fish?"" type', 'meal selection', 'economy class', 'no coffee', 'tea service', 'meals', 'Food quality', 'the pre-landing snack', 'a ""ploughman\'s lunch', 'the galley areas', 'passengers', 'the flight', 'most international business class offerings', 'Even bottles', 'water', 'the flight attendants', 'water', 'I', 'the bizarre seating layout', 'the A380', 'others', 'the awkwardness and extremely poor design', 'the seating', 'The seats', 'the BA website', 'I', 'the seats', 'my 6\' 2"" height', 'The ""Priority"" luggage tags', 'the baggage delivery']","{'neg': 0.109, 'neu': 0.881, 'pos': 0.01, 'compound': -0.9943}"
277,277,"['business class', 'The seats', 'the food', 'that', 'good luck', 'the internet', 'you', 'full internet', 'the entire flight', 'The service', 'My attendant', 'me', 'I', 'who', 'this aircraft', 'this expensive business class', 'order', 'you', 'middle seat', 'the bathroom', 'you', 'the person’s legs', 'the aisle seat', 'Your seat', 'an enclosed tiny cubicle', 'no storage space', 'I', 'British Airways business class', 'the last 4 months', 'no other choice', 'the way', 'the business class lounge', 'Heathrow', 'a cattle pen']","{'neg': 0.126, 'neu': 0.785, 'pos': 0.088, 'compound': -0.7}"
278,278,"[' BA shuttle service', 'the UK', 'a good product', 'BA long haul', 'that', 'comments', 'times', 'It', 'fresh crews', 'no queues', 'long distances', 'I', 'they', 'a COVID style bottle', 'water', 'snack', 'a cup', 'tea', 'snack', 'this service', 'they', 'an on line sky cafe', 'it', 'short trips']","{'neg': 0.016, 'neu': 0.863, 'pos': 0.121, 'compound': 0.8074}"
279,279,"['I', 'many others', 'I', 'BA long haul', 'the many poor reviews', 'my first ride', 'a BA A380', 'it', 'an exception', 'What', 'I', 'Aircraft immaculate and economy seat', 'that', 'it', 'IFE', 'I', 'the map screenshot', 'a while', 'Lunch', 'poor quality', 'plenty', 'nice white wine', 'other alcoholic drinks', 'it', 'Cabin crew', 'poor grooming', 'them', 'Some skirts', 'some trouser suits', 'some long sleeves', 'Some jackets', 'some waistcoat', 'Some cardigans', 'time', 'all', 'they', 'I', 'Baggage delivery', 'I', 'BA', 'the old charm']","{'neg': 0.07, 'neu': 0.757, 'pos': 0.173, 'compound': 0.9574}"
281,281,"['flight', 'an upgrade', 'economy', 'premium economy', 'checkin', 'they', 'my booking', 'they', 'someone', 'who', 'the upgrade', 'you', 'the system', 'the checkin agent', 'about 5 minutes', 'Seat', 'Stowage pocket', 'front', 'Food', 'Shame', 'the bathroom', 'economy', 'a bit', 'a queue', 'IFE system', 'Worst part', 'the flight', 'CPT', 'we', 'a remote stand', 'passport control', 'it', 'an absolute age', 'our luggage', 'which', 'what', 'a reasonable flight', 'Upgrade', 'its a long flight', 'their offers', 'whatever', 'premium economy', 'comedy pricing', 'Score', 'the luggage fiasco', 'the luggage fiasco', 'I', 'it']","{'neg': 0.106, 'neu': 0.826, 'pos': 0.067, 'compound': -0.9118}"
282,282,"[' BA website', 'my flight', '""upcoming flights', 'the day', 'departure', 'Chaos', 'Cape Town airport', 'hundreds', 'the computers', 'Chaos', 'the gate', 'no queue management', 'premium passengers', 'Very nice new A350', 'smart new club suite', 'cabin crew', 'it', 'which', 'Air France', 'it', 'Disappointing meal', 'wine', 'the food', 'you', 'the time', 'it', 'tasteless', 'the champagne / white wine', 'the fridge', 'the cheese', 'Good IFE system', 'mediocre film selection', 'Disappointing breakfast', 'Flew', 'Air France business', 'which', 'what', 'BA']","{'neg': 0.134, 'neu': 0.782, 'pos': 0.084, 'compound': -0.825}"
283,283,"[' Absolutely terrible experience', 'British Airways', 'a short flight', 'London Heathrow', 'Frankfurt', 'they', 'my suitcase', 'me', 'time', 'my next flight', 'Cathay Pacific', 'Melbourne', 'a 3 hour gap', 'the two flights', 'me', 'they', 'the suitcase', 'it', 'Hong Kong', 'they', 'it', 'they', 'it', 'London', 'All', 'Christmas', 'so very stressful yet minimal communication', 'their team', 'the plane crew', 'the service', 'this', 'nothing', 'the option', 'I', 'them', 'future']","{'neg': 0.074, 'neu': 0.877, 'pos': 0.049, 'compound': -0.5037}"
284,284,"[' Vancouver', 'Delhi', 'London', 'We', 'Vancouver', 'New Delhi', 'London Heathrow', 'Dec 22nd', 'We', 'an email', 'Dec 20th', 'us', 'the industrial action', 'the UK', 'I', 'it', 'our travel', 'The representative kind', 'us', 'our travel', 'us', 'a full refund', 'We', 'other options', 'he', 'any other solutions', 'We', 'our tickets', 'he', 'us', 'the cancellation fee', 'We', 'new tickets', 'another airline', 'double the cost', 'our trip', 'He', 'us', 'he', 'our tickets', 'the system', 'us', 'he', 'it', 'he', 'us', 'we', 'a full refund', 'He', 'the cancellation', 'he', 'us', 'the tickets', 'we', 'our new tickets', 'he', 'they', 'another airline', 'we', 'the new tickets', 'the representative', 'he', 'any services', 'us', 'we', 'the industrial action', 'other “arrangements', 'any issues', 'this', 'new information', 'us', 'We', 'our British Airway tickets', 'we', 'the manager', 'we', 'the whole situation', 'We', 'the manager', 'we', 'we', 'our VAN — LHR flight', 'the bad weather', 'Vancouver', 'We', 'any emails', 'the airport', 'the airline', 'this change', 'We', 'BA', 'rearrangements', 'our flight', 'which', 'they', 'person price difference', 'the dates', 'our original flight', 'the rest', 'the flights', 'them', 'which', 'we', 'our first flight', 'we', 'about $1000 cancellation fee', 'a refund', 'We', 'the overall experience', 'no accommodations', 'accountability', 'they', 'us', 'any service', 'We', 'the phone', '1.5 hours', 'other flights', 'that', 'we', 'the customer service person', '15-20 minutes', 'each question', 'option', 'we', 'It', 'a frustrating experience', 'we', 'time', 'money', 'it', 'our holidays', 'We', 'the manager', 'who', 'any accountability', 'their team', 'us', 'a small discount', 'the cancellation fee', 'we', 'the phone', 'them', 'any resolutions', 'We', 'their unfair policies', 'their customers', 'We', 'care', 'We', 'the price', 'the misinformation', 'the flights', 'we', 'ourselves', 'all this trouble', 'we', 'Christmas', 'our family', 'the urgent reasons', 'we']","{'neg': 0.14, 'neu': 0.834, 'pos': 0.026, 'compound': -0.9965}"
285,285,"[' Old A320', 'narrow pitch', 'Flight', 'time', 'constant announcements', 'cockpit', 'Friendly staff', 'free chips', 'water', 'Quick luggage delivery', 'T5']","{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.8934}"
286,286,"[' Another BA Shambles', 'excellent check', 't5', 'mid afternoon', 'the early morning', 'evening scrum', 'the Concorde lounge', ', excellent service', 'Great choice', 'cocktails', 'wine etc', 'Food', 'the boarding gate', 'Chaos', 'people', 'position', 'the plane', 'People', 'children', 'the 8 people', 'the flight', 'them', 'We', 'none', 'the lights', 'the lights', 'It', 'Excellent wine', 'champagne selection', 'Dinner menu', 'I', 'the prawn cocktail', 'you', 'they', '8 people', 'the guy', '1A', 'it', 'I', 'he', 'he', 'the lottery', 'I', 'the beef wellington', 'basically a freezing slice', 'beef', 'some lettuce', 'I', 'the curry', 'you', 'they', 'Christmas dinner', 'I', 'the Maldives', 'Christmas', 'I', 'short ribs', 'that', 'no salad starter', 'no water', 'no bread roll', 'I', 'it', 'my husband', 'I', '2 return seats', 'lights', 'No apologies', 'BA', 'Virgin', 'October', 'you', 'your laurels', 'your customers', 'idiots']","{'neg': 0.115, 'neu': 0.728, 'pos': 0.158, 'compound': 0.9251}"
289,289,"['advance', 'Terminal', 'London Heathrow', 'carnage', '100s', 'people', 'only 5 desks', 'Long queues', 'security', 'only 4 lines', 'People', '2 hours', 'pilot delay', 'suitcases', 'all', 'Missed connecting flight', 'Doha', 'a voucher', 'the whole day', 'my suitcase', 'me', 'a claim', 'the desk', '5 days', 'no update', 'no offer', 'compensation', 'no solution offer', 'I', 'a spoilt holiday', 'many personal belongings', 'xmas gifts', 'I', 'I', 'BA', 'low level', 'zero customer service', 'old planes', 'zero help', 'anything', 'I', 'BA', 'future', 'all costs']","{'neg': 0.17, 'neu': 0.771, 'pos': 0.059, 'compound': -0.936}"
291,291,"[' Missing baggage customer service', 'I', 'I', 'Phoenix', 'Sunday evening', 'air tags', 'my bags', 'Monday', 'it', 'three more days', 'they', 'I', 'delays', 'fog', 'London', 'my luggage', 'it', 'my final flight', 'I', 'the required form', 'the Phoenix airport', 'I', 'a message', 'the bags', 'the tracking code', 'that', 'me', 'email', 'no email', 'I', 'phone calls', 'a message', 'I', '24 hours', 'the email', 'the tracking number', 'Tuesday night', 'I', 'the tracking number', 'Wednesday', 'it', 'I', 'the same information', 'that', 'I', 'them', 'the form', 'the airport', 'My luggage', 'Thursday afternoon']","{'neg': 0.064, 'neu': 0.919, 'pos': 0.016, 'compound': -0.8151}"
292,292,"[' British Airways', 'the flag carrier', 'they', 'The check-in staff', 'the Club Europe area', 'any premium service', 'a good overall service', 'The Galleries South Lounge', 'the food', 'a good array', 'salads', 'pasta', 'bread', 'hot food', 'The festive Turkey and Ham pie', 'The flight', 'LHR', 'a Tuesday evening', 'The boarding process', 'the lack', 'any queue management system', 'the majority', 'passengers', 'the gate', 'BA', 'a group system', 'it', '240 passengers', 'The flight', 'itself', 'a good Club meal service', 'The bar service', 'it', 'BA', 'champagne', '-board', 'the lounge', 'A menu', 'departure', 'a good food offering', 'the length', 'flight', 'The food', 'beef cheek', 'vegetables', 'BA', 'their catering', 'this', 'The seat', 'a standard economy seat', 'a table', 'the middle seat', 'Club Europe', 'a standard practice', 'BA', 'The seat', 'limited leg room', 'The cabin', 'no issues', 'The A321', 'Wi-Fi', 'which', 'a very good landing page', 'flight information', 'access', 'the Speedbird Cafe menu', 'access', 'BA.com', 'a good pricing strategy', 'streaming', 'the airline', 'a good world player', 'clear improvements', 'their ground staff', 'The cabin manager', 'the other crew', 'Club', 'the expected behaviours', 'business class', 'She', 'her face', 'eye contact', 'passengers', 'she']","{'neg': 0.147, 'neu': 0.777, 'pos': 0.076, 'compound': -0.9703}"
293,293,"['BA', 'a five year gap', 'my wife', 'I', 'Barbados', 'I', 'the new Business Class layout', 'Virgin Atlantic', 'the route', 'BA', 'they', 'planes', 'me', 'you', 'it', 'our holiday logistics', 'we', 'the most appallingly uncomfortable flights', 'no room', 'eight seats', 'fittings', 'inedible food', 'surly FAs']","{'neg': 0.198, 'neu': 0.738, 'pos': 0.064, 'compound': -0.9281}"
